source_name,source_link,event_date,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,latitude,longitude,country_name,admin_division_name,gazetteer_closest_point,submitted_date
thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Landslides+obstruct+Maldhunga-beni+road+section+&NewsID=255774,2010-08-29 23:00:00,"Fanfane(?), Naglingbang on road between Maldhunga(?) in Parbat and Beni Bazaar in Myagdi, Parbat","2010-08-30 10:53 am FALEBAS: PARBAT: The Maldhunga-Beni road linking Maldhunga of Parbat to Beni bazaar, the district headquarters of Myagdi remains obstructed since Sunday night due to landslides at Fanfane of Naglingbang of Parbat.  As a result, vehicles plying on the road remained blocked at Khaniyaghat and Maldunga of the road section.  Traffic on the road had resumed on Saturday only after three days of obstruction at the same place.","Fanfane(?), Naglingbang on road between Maldhunga(?) in Parbat and Beni Bazaar in Myagdi, Parbat",10km,landslide,downpour,medium,unknown,0.0,,28.2653,83.6032,Nepal,Dhawalagiri,Khaldanda,2014-04-01 00:00:00
nepalnews,http://www.nepalnews.com/main/index.php/news-archive/19-general/7470-five-killed-five-missing-in-landslide-in-kaski-shyangja.html,2010-07-11 09:00:00,"Hemja village, Lekhnath municipality",Five persons have been killed and five others missing in three separate landslides in Kaski and Shyangja Sunday morning.   Most parts of the country have seen incessant rains as monsoon has become fully active from Saturday.   Landslide has swept away houses and barns in other parts of the districts including Lekhnath municipality and Hemja VDC. ,"Hemja village, Lekhnath municipality",10km,landslide,downpour,medium,unknown,0.0,,28.1605,84.0907,Nepal,Gandaki,Gate,2014-04-01 00:00:00
The Star.com.my,http://thestar.com.my/news/story.asp?file=/2007/8/13/apworld/20070813191234&sec=apworld,2007-08-13 00:00:00,Rano Mera,closest to predicted location of Saidu Sharif (20.35 km),Rano Mera,unknown,landslide,rain,large,unknown,,,35.273,72.983,Pakistan,North-West Frontier,Biaso,2014-04-01 00:00:00
ptinews,http://www.ptinews.com/news/532955_Two-kids-killed-in-house-collapse,2010-02-23 00:00:00,Two children killed,"Two children were killed and another injured when landslides triggered by heavy rains demolished a house at Tangadia village in Tehri district today,police said. The incident occurred when the rains lashed the area triggering heavy landslides due to which the house collapsed. The three children were buried under the debris and when villagers rescued them two Preeti and Nancy were found dead. The other child was taken to the hospital and remains in serious condition.","Tangadia, Tehri",25km,landslide,downpour,medium,unknown,2.0,1.0,30.38069426,78.47049964999998,India,Uttaranchal,Chham,2014-04-01 00:00:00
kantipuronline,http://www.kantipuronline.com/kolnews.php?&nid=154598,2008-07-24 00:00:00,Saptari district ,"Dozens of villages were hit by floods and landslides, destroying properties and displacing hundreds of people in the wake of incessant monsoon rainfall in various parts of the country",Saptari district ,50km,landslide,downpour,large,unknown,,,27.0,86.70999999999998,Nepal,Sagarmatha,Sun  Kosi,2014-04-01 00:00:00
dailynews365,http://www.dailynews365.com/national-news/landslides-killed-14-in-uttarakhand/,2008-07-18 00:00:00,Sukhidhang area of Champawat district in Uttarakhand ,At least 14 people have been killed & 12 others injured after a passenger bus was hit by landslides,Sukhidhang area of Champawat district in Uttarakhand ,5km,landslide,rain,medium,unknown,14.0,,29.33,80.09999999999998,India,Uttaranchal,Tanakpur,2014-04-01 00:00:00
Kashmir Patriot,http://kashmirpatriot.com/2018/05/30/sonamarg-drass-road-remain-suspended-due-to-rock-slides/,2018-05-30 00:00:00,Rockslide on Sonamarg-Drass stretch Buries Truck,"For the second consecutive day on Wednesday, traffic movement continued to remain suspended on Sonamarg-Drass stretch of Srinagar-Leh highway due to landslides.  Meanwhile an official said a truck, bearing registration number JK 13B- 4755, traveling from Sonamarg towards Drass got trapped after a massive rock slide hit the highway at Shaitan nallah yesterday. The truck driver had a narrow escape.","NH-1, Kargil, Jammu & Kashmir, 194102",25km,rock_fall,rain,small,above_road,0.0,0.0,34.309258789999994,75.53528588,India,Jammu and Kashmir,Matayan,2018-06-01 14:41:40
myRepublica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=81203,2014-08-14 00:00:00,Karauja VDC,"Locals are worried about the possible damage to their land and property as the landslide has been falling down for past four days, locals shared.",Karauja VDC,25km,landslide,monsoon,medium,unknown,0.0,0.0,28.3466,85.00579999999998,Nepal,Gandaki,Ku-la-ko,2014-12-16 19:31:59
economictimes.indiatimes,http://economictimes.indiatimes.com/articleshow/6492259.cms,2010-09-04 00:00:00,"Karmkund(?), on Rishikesh-Gangotri hwy","DEHRA DUN: Fresh triggered by rains today disrupted the pilgrimage to , and in the Garhwal Himalayas of Uttarakhand.  The landslides hit various places in Chamoli and Uttarkashi districts blocking the routes to the shrines of Badrinath, Gangotri and Yamunotri, Disaster Management and Mitigation Centre (DMMC) said here.  While Rishikesh-Badrinath national highway was blocked by landslides at Chhinka area, Rishikesh-Gangotri national highway was hit at Karmkund blocking vehicular traffic, they said, adding the road leading to Yamunotri has been blocked at Ranachatti.","Karmkund(?), on Rishikesh-Gangotri hwy",50km,landslide,downpour,medium,unknown,0.0,,30.796,78.623,India,Uttaranchal,Uttarkashi,2014-04-01 00:00:00
beacononline.wordpress,http://beacononline.wordpress.com/2009/09/20/darjeeling-hills-toytrain-joyride-hit-by-fresh-landslides-in-darjeeling/,2009-09-18 00:00:00,Tindharia and Rong Tong,"An attempt was made yesterday to run the Darjeeling Himalayan Railway (DHR) train between New Jalpaiguri and Kurseong, about 50 kms between them, but fresh landslides between Tindharia and Rong Tong forced the authorities to halt the train at the Siliguri junction. fresh landslides and rains hampered the resumption of the DHR, but still the NFR is expecting to clear the tracks within the next 72 hours.",Tindharia and Rong Tong,50km,landslide,rain,medium,unknown,,,26.8342,88.27979999999998,India,West Bengal,Kurseong,2014-04-01 00:00:00
Hindu,http://www.thehindu.com/news/states/other-states/article2276615.ece,2011-07-19 00:00:00,200 meters from Teesta Bridge towards Siliguri,"The ongoing monsoons have once again started to take its toll along NH-31A, with various places along the West Bengal-Sikkim highway being blocked because of landslides, police said.  After closing down the highway for over 12 hours at Rambi in the West Bengal side on June 17, the rains have once again disrupted traffic along the highway since Tuesday.  “The highway is blocked at a place around 200 meters from Teesta Bridge towards Siliguri. The spot which is near the Shiv Mandir at the infamous Likhey Bhir is informed to have lost a section of the road due to heavy rains,” Janmukti Chalak Mahasangh’s (JCM) president Milan Pradhan said.  The section of the road broke down at around mid-night on Tuesday after which traffic came to a standstill with vehicles on either side returning back to their destinations or taking alternative routes via Darjeeling, Kurseong or Mirik, police said.  Drivers are also taking the route via Kalimpong-Lava-Gurubathan and Damdim and entering Siliguri throug",200 meters from Teesta Bridge towards Siliguri,1km,landslide,rain,medium,above_road,0.0,,27.05374234,88.42572376000001,India,West Bengal,Kalimpong,2014-04-01 00:00:00
mrnewsbreaker,http://www.mrnewsbreaker.com/monsoon-rain-in-gilgit-baltistan-causes-landslides-kkh-closure-and-casualies/,2010-07-29 00:00:00,Baltistan,"Landslides in Ghizer, Hunza-Nagar, Astore and Baltistan blocked roads linking the districts with the rest of the country. At least 15 people lost their lives when flash floods triggered by heavy rain battered Gilgit-Baltistan and Azad Kashmir on Thursday. Houses and bridges were damaged, farmland inundated, landslides blocked several roads and rivers continued to swell to alarming proportions. ",Baltistan,25km,landslide,downpour,medium,unknown,0.0,,35.3585,75.63549999999998,Pakistan,Northern Areas,Skardu,2014-09-15 19:03:59
indianexpress,http://www.indianexpress.com/news/landslides-avalanches-hit-kashmir;-three-dead/912870,2012-02-15 00:00:00,Surjan village in Bani mountainous belt in Kathua district (,"In other incidents yesterday in Ramban district, 3 houses were damaged due to an avalanche in Krapur and Asran remote mountainous villages, while six houses suffered damage when a landslide triggered by heavy rains hit Surjan village in Bani mountainous belt in Kathua district. No casualty has been reported in these areas, they said adding that the families have been shifted to safer places in the districts",Surjan village in Bani mountainous belt in Kathua district (,25km,landslide,downpour,medium,unknown,0.0,,32.3682,75.5227,India,Jammu and Kashmir,Kathua,2014-04-01 00:00:00
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/landslides-suspend-chardham-yatra/786379.html,2011-08-07 00:00:00,"The Rishikesh-Gangotri national highway, Sainj","Dehradun, Aug 12 (PTI) The Chardham yatra comprising pilgrimage to four Himalayan shrines of Badrinath, Kedarnath, Gangotri and Yamunotri came to a halt today due to landslides following rains, a day after it had resumed.The Rishikesh-Gangotri national highway, hit by landslides at Sainj area of Uttarkashi district on Aug 7, remained closed for the sixth consecutive day.Moreover, highways leading to three other shrines were also effected by fresh landslides at several places suspending the yatra completely, officials said.The blockade has left hundreds of pilgrims stranded at various places but the state government claimed that all arrangements for their food and lodging were already in place.The pilgrimage to Badrinath, Kedarnath and Yamunotri had resumed on Wednesday night after remaining suspended for two days.The BRO, PWD and police personnel are trying to clear the roads, officials said.Meanwhile, light to moderate rains continued to lash most parts of Uttarakhand with Uttarkashi ","The Rishikesh-Gangotri national highway, Sainj",5km,landslide,rain,medium,unknown,0.0,,31.0766,77.3913,India,Himachal Pradesh,Gannja,2014-04-01 00:00:00
Zee News,http://zeenews.india.com/uttarakhand/landslide-in-uttarakhand-kills-five-2021753.html?pfrom=article-next-story,2017-07-05 00:00:00,Fatal landslide crushes car,"Landslide crushes car on Dharchula-Twaghat motorway, kills 5 and injures some (unknown amount of people injured)","Ghatghola (??), Uttarakhand State, India",10km,landslide,rain,medium,above_road,5.0,,29.88884727,80.56522226,India,Uttaranchal,Sobala,2017-07-06 19:39:21
www.thehimalayantimes.com,http://www.thehimalayantimes.com/fullNews.php?headline=Landslides+block+Myagdi+roads%26sbquo%3B+thousands+stranded+&NewsID=379767,2013-06-10 23:00:00,"Beni-Darbang Road Section, Phaparkhet","Landslides triggered by heavy rains have blocked the Beni-Jomsom, Beni-Darbang, Beni-Pakhapani and a number of other road sections in Myagdi. Myagdi Bus and Jeep Operators Committee Secretary, Suman Shrestha said Beni-Jomsom road has been blocked by landslip at three different places. ÒAfter landslides blocked the road at Bhirkate, Tiblang and Kavre, a lot of passengers heading to their destinations have been left in the lurch,Ó said Shrestha. The Beni-Darbang road section has been obstructed after a landslide occurred at Phaparkhet yesterday night, cutting off thousands of residents of more than 15 villages in the west of the district.","Beni-Darbang Road Section, Phaparkhet",25km,landslide,downpour,medium,unknown,0.0,,28.376,83.4946,Nepal,Dhawalagiri,Bega,2014-04-01 00:00:00
The Tribune India,http://www.tribuneindia.com/news/uttarakhand/rain-disrupts-kedarnath-yatra-for-three-hours/96406.html,2015-06-21 00:00:00,Satpuli-Kanskhet Road in Pauri Garhwal district,Traffic was held up on the Satpuli-Kanskhet Road in Pauri Garhwal district due to a landslide. Rain that started late Friday night continued till morning hours today,Satpuli-Kanskhet Road in Pauri Garhwal district,25km,landslide,rain,small,above_road,0.0,0.0,30.0261,78.62779999999998,India,Uttaranchal,Kandi,2015-06-25 15:21:35
Geomorphology,https://www.sciencedirect.com/science/article/abs/pii/0169555X94000856,1990-01-28 20:51:40,Tal Valley Landslide,In the Tal Valley a landslide occurred with 4 meters of uplift along a 200 meter long and 25 meter wide part of the river consisting of complex rotational and slump processes.,"Tal River, Rajajii National Park, Uttarakhand, IND",1km,complex,other,large,above_river,,,29.99311111,78.33044443999998,India,Uttaranchal,Rishikesh,2020-07-15 19:51:40
Tribune India,http://www.tribuneindia.com/news/uttarakhand/mussoorie-tehri-road-closed-for-8-hours/266939.html,2016-07-16 15:00:00,"Mussoorie-Tehri bypass, near Landour, Uttarakhand, India",The Mussoorie-Tehri bypass was shut for nearly eight hours due to landslip near Landour Civil Hospital. Two tourist vehicles were also stuck in the landslip. Locals vented their ire at the PWD that responded late causing great deal of inconvenience to tourists and commuters. PWD officials reached the site to clear the debris at around 3 pm.,"Mussoorie-Tehri bypass, near Landour, Uttarakhand, India",5km,debris_flow,downpour,medium,above_road,0.0,0.0,30.4554,78.0973,India,Uttaranchal,Mussorie,2016-07-18 14:38:48
ndtv,http://www.ndtv.com/article/india/four-die-in-landslides-in-uttarakhand-gangotri-rishikesh-highway-blocked-256310,2012-08-17 00:00:00,"Gangotri-Rishikesh hwy, Uttarakhand (mid-point of road -exact location unknown)","The landslides occurred due to heavy overnight rains in the area. Meanwhile, the Gangotri-Rishikesh highway was again blocked due to landslides some places, officials here said.Rains continued to lash several parts of the hill state during the past 24 hours even as the administration was keeping a close watch on the situation in Uttarkashi district where 28 people were killed in a cloudburst and floods on August 4. ","Gangotri-Rishikesh hwy, Uttarakhand (mid-point of road -exact location unknown)",25km,landslide,downpour,medium,unknown,,,30.6179,78.3233,India,Uttaranchal,Chham,2014-04-01 00:00:00
SBS News,https://www.sbs.com.au/news/five-dead-four-missing-in-nepal-landslide,2018-08-05 20:50:01,Jajarkot District Landslide,"A landslide hit near Khalanga in the Jajarkot district in Bheri, about 310 km from Kathmandu burying several houses and causing at least 9 casualties.","Athbiskot, Rapti",250km,landslide,downpour,unknown,natural_slope,9.0,,28.82707703,82.39104977000001,Nepal,Rapti,Dumjala,2020-05-02 20:50:02
Tribune India.com,http://www.tribuneindia.com/2007/20070313/j&k.htm#2,2007-03-12 00:00:00,Jammu-Srinagar highway,"2 killed, 4000 stranded, hwy remained closed for more than a week; relief and rescue efforts were hampered by the stranded cars on the hwy.",Jammu-Srinagar highway,50km,landslide,rain,medium,unknown,2.0,,34.0935,74.91119999999998,India,Jammu and Kashmir,Pampur,2014-04-01 00:00:00
The Himalayan Times,https://thehimalayantimes.com/nepal/landslide-halts-vehicular-movement-along-hetauda-kathmandu-route/,2017-06-21 00:00:00,Landslide obstructs Tribhuvan Highway along Daman-Palung Route,Landslide obstructs Daman-Palung route of Tribhuvan Highway. Following downpour.,"Daman, Narayani Zone, Nepal",10km,landslide,downpour,small,above_road,0.0,0.0,27.61274095,85.09556374999998,Nepal,Narayani,Kisipidi,2017-07-07 13:16:29
Himalayan Times,http://www.thehimalayantimes.com/fullNews.php?headline=Mugu%27s+landslip+victims+await+relief&NewsID=300712,2011-08-21 00:00:00,"Balchaur, Mugu district","With 11 water taps buried under landslide debris, the villagers have been experiencing a shortage of drinking water. - See more at: http://www.thehimalayantimes.com/fullNews.php?headline=Mugu%27s+landslip+victims+await+relief&NewsID=300712#sthash.EcmFcVkp.dpuf","Balchaur, Mugu district",10km,landslide,unknown,medium,unknown,0.0,0.0,29.5023,82.2504,Nepal,Karnali,Salim,2014-12-18 16:15:16
The Tribune,https://www.tribuneindia.com/news/archive/j-k/state-nhai-pass-the-buck-over-condition-of-nhs-647297,2018-08-29 05:00:12,Kheri Landslide,"Landslide triggered by rain occurred at Kheri near Udhampur, blocking the Jammu-Srinagar National Highway and causing heavy traffic even after the debris was cleared.","Kheri, Jammu, Jammu & Kashmir, IND",5km,landslide,rain,medium,above_road,,,32.79349919,74.82127414,India,Jammu and Kashmir,Kurwanda,2020-08-11 05:00:12
NDTV,"https://www.ndtv.com/india-news/in-sikkim-over-350-stranded-in-heavy-rain-and-landslides-rescued-1918073#:~:text=Gangtok%2C%20Sikkim%3A,landslides%20hit%20the%20hill%20state.&text=Landslides%20at%20several%20locations%20along,stretch%20between%20Mangan%20and%20Chungthang.",2018-09-17 04:22:14,North Sikkim Landslides,Indian Army and Air Force airlifted hundreds of people stranded in north Sikkim due to rain and several landslides along National Highway between Mangan and Chungthang.,National Highway between Mangan and Chungthang.,10km,landslide,rain,medium,above_road,,,27.54255403,88.62957833999998,India,Sikkim,Mangan,2020-06-28 04:22:15
Reuters,https://in.reuters.com/article/idINIndia-41450420090731,2009-07-31 00:00:00,(Chitrebhanjyang) Syangja districts,"The landslides followed heavy monsoonal rains since Thursday night. The largest death toll was seen in Syangja district, about 200 km west of Kathmandu, where five people died when their homes were smashed by falling mud and rocks, police said. The victims, who included people in their 70s and a five-year-old, were trapped in their homes Friday by debris when the side of a hill collapsed at Chitrebhanjyang, the police said. ",(Chitrebhanjyang) Syangja districts,50km,landslide,monsoon,medium,unknown,5.0,,28.1046,83.87909999999998,Nepal,Gandaki,Bahakot,2014-04-01 00:00:00
The Himalayan Times,http://www.thehimalayantimes.com/fullNews.php?headline=+Landslide+obstructs+road+&amp;NewsID=418512,2014-06-17 23:00:00,Dadeldhura,"The section of the KI Singh Highway from Dadeldhura to Dipayal has been obstructed by landslide triggered by rainfall. A landslide occurred near Rai in Dadeldhura district following incessant rainfall since last night obstructed the road. Dozens of vehicles and many passengers have been stranded due to the highway blockade. Police have been mobilised since Wednesday morning to remove the landslide debris and open the highway for vehicles, it is said.",Dadeldhura,25km,landslide,downpour,small,above_road,0.0,0.0,29.2983,80.7651,Nepal,Mahakali,Dhindi,2014-08-24 00:00:00
Earth Observatory,http://earthobservatory.nasa.gov/NaturalHazards/view.php?id=85149,2014-12-31 00:00:00,Tsarap River,"The landslide, which reportedly occurred on December 31,/2014, sent enough fine-grained debris into the river to create an earthen dam. As of January 20, 2015, that dam was about 600 meters (2,000 feet) long, according to an analysis of satellite imagery collected by the Indian Space Research Organization’s CartoSat-2. The artificial lake that formed behind the dam was nearly 8 kilometers (5 miles) long and covered about 55 hectares (300 acres). Aerials surveys suggest the mound of debris blocking the river was about 60 meters (200 feet) high.",Tsarap River,1km,landslide,unknown,large,natural_slope,0.0,0.0,33.287,77.2853,India,Jammu and Kashmir,Yaytah,2015-01-29 17:55:42
The Himalayan Times,https://thehimalayantimes.com/nepal/seven-injured-landslide-buries-cotton-factory-parbat/,2016-07-27 01:00:00,"near the Kaligandaki River bank at Baribani of Manjhfant, Parbat, Nepal","Estimated location.  A girl was killed and eight others were injured after a landslide buried a cotton industry at Majhphant-3 in the district at around 1:00 am on Wednesday.   Local resident Ankita Tamang, 12, died on the way to Pokhara for treatment, police said.   Police Inspector Dipak Patali said that the injured—Subash Thapa, Krishti Ghale, Sushmita Tamang, Ajaya Tamang, Phul Kumari Tamang, Sabina Ghale, Bijaya Ghale and Prem Tamang—are undergoing treatment at Myagdi District Hospital.   The injured and deceased were sleeping inside the building of Dhaulagiri Cotton Industry when the disaster struck, said locals It has been learned that the landslide struck the Dhaulagiri Cotton Factory located near the Kaligandaki River bank at Baribani of Manjhfant-1.  Also used: http://www.myrepublica.com/news/2803","near the Kaligandaki River bank at Baribani of Manjhfant, Parbat, Nepal",25km,landslide,rain,medium,above_river,1.0,8.0,28.1855,83.65269999999998,Nepal,Dhawalagiri,Khaldanda,2016-07-28 15:02:55
The Express Tribune,https://tribune.com.pk/story/1391780/landslides-block-karakorum-highway/,2017-04-22 00:00:00,Landslide blocks Gilgit-Skardu road,Landslide following torrential rain blocks road near Shangus,"Gilgit Baltistan, Pakistan",5km,landslide,downpour,small,above_road,0.0,0.0,35.721200550000006,74.81907701,Pakistan,Northern Areas,Silbu,2017-07-18 18:27:22
Setopati,http://setopati.net/society/8453/One-killed-in-Dolakha-landslip/,2016-04-10 23:00:00,Dadakharka VDC in Dolakha district,A person was killed and another seriously injured when houses collapsed due to a landslide at Dadakharka VDC in Dolakha district last night. Three others managed to save their life by escaping the houses before they were buried by the landslide.,Dadakharka VDC in Dolakha district,5km,landslide,downpour,medium,unknown,1.0,1.0,27.5108,86.01999999999998,Nepal,Janakpur,Barahbise,2016-04-20 21:27:32
Kathmandu Post,http://kathmandupost.ekantipur.com/news/2017-07-10/flood-damages-three-homes-in-rukum-village.html,2017-07-09 00:00:00,Fatal landslide in Rayale,"Landslide kills man on path in Rayale (??), following continuous rains","Rayale, Panauti Municipality, Nepal",10km,landslide,continuous_rain,medium,natural_slope,1.0,0.0,27.56884999,85.50492198,Nepal,Bagmati,Banepa,2017-07-10 18:45:55
The Tribune,http://www.tribuneindia.com/news/himachal/landslide-poses-threat-to-houses-in-new-shimla/109125.html,2015-07-13 00:00:00,"Phase-III, Sector 5, New Shimla",House owners and tenants of the Kagnadhar locality have accused the Himachal Pradesh Housing and Urban Development Authority (Himuda) of endangering houses and sewerage line due to a landslide on its land triggered by recent spells of rain.,"Phase-III, Sector 5, New Shimla",5km,mudslide,continuous_rain,small,natural_slope,0.0,0.0,31.0851,77.1665,India,Himachal Pradesh,Simla,2015-07-21 15:38:03
Greater Kashmir,http://www.greaterkashmir.com/print/landslide-hits-pulwama-village-minor-dies-in-house-collapse/184753.html,2015-03-15 18:00:00,House collapses in landslide,"""We had already warned the administration that the hill can be dangerous sometimes and it is a threat for the people but no action was taken. Now our prediction came true and we have lost a precious life and woman is in a critical state,"" residents told Greater Kashmir.","Sonrigund Malangpora, Pulwama",1km,landslide,continuous_rain,small,unknown,1.0,1.0,33.8911,74.9781,India,Jammu and Kashmir,Awantipur,2015-03-27 21:09:44
myrepublica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=22855,2010-09-02 03:00:00,"Bastitar village(?), Mahankal VDC, Sinhupalchowk district","SINDHUPALCHOWK, Sept 2: Four houses were buried and over 15 cattle were killed in a landslide in various locations of the district on Thursday morning.  Five families have been displaced after the landslide.  A landslip that struck Bastitar village of Mahankal-3 at 3 am Thursday buried the house of Prem Bahadur Lamicchane. Lamichhane and his family members escaped injuries, but lost all their belongings. ","Bastitar village(?), Mahankal VDC, Sinhupalchowk district",5km,landslide,downpour,medium,unknown,0.0,,27.8916,85.5036,Nepal,Bagmati,Bagmati,2014-04-01 00:00:00
92 News,http://92newshd.tv/dozen-houses-washed-away-by-landslide-in-gilgit-baltistans-ghawari-area/,2015-07-24 00:00:00,Ghawari,Over a dozen houses were washed away by a devastating landslide in Gilgit-Baltistan’s Ghawari area on Thursday. The flood and landslides have caused large-scale devastation in the area.,Ghawari,5km,landslide,rain,medium,natural_slope,0.0,0.0,35.1807,76.0557,Pakistan,Northern Areas,Gwali,2016-03-24 00:07:01
Tribune,http://www.tribuneindia.com/news/himachal/landslides-block-dharamsala-road/119012.html,2015-08-12 09:00:00,Dharamsala-Kangra state highway,The second major landslide occurred about five kilometers from Dharamsala. An entire portion of hill that was weakened due to illegal cutting of mountains slid down on the road. The PWD authorities had cleared boulders from the road till the afternoon but the hill weakened by illegal cutting continues to pose threat to public property and commuters using the road.,Dharamsala-Kangra state highway,10km,landslide,monsoon,medium,above_road,0.0,0.0,32.1764,76.3075,India,Himachal Pradesh,Dharmsala,2016-05-06 00:24:05
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/chardham-yatra-suspended-due-to-rains/752982.html,2011-07-08 00:00:00,Lambagad,"Dehra Dun, Jul 8 (PTI) National highways leading to Himalayan shrines of Badrinath and Gangotri were today hit by fresh landslides following rains, stranding hundreds of pilgrims. Rishikesh-Badrinath national highway was blocked at Sayapul and Lambagad in Chamoli district, official sources here said. Rishikesh-Gangotri highway was also affected by landslides at Gangnani blocking movement of traffic, they said. Efforts are on clear the debris and reopen it for traffic as hundreds of pilgrims have stranded on the road, they said.",Lambagad,10km,landslide,downpour,medium,unknown,0.0,,30.6509,79.5192,India,Uttaranchal,Saraswati,2014-04-01 00:00:00
Urdu Point,https://www.urdupoint.com/en/pakistan/road-to-batswat-village-blocked-due-to-debris-432823.html,2018-09-15 02:32:09,Batswat Village Debris Flow,Road to Batswat Village was blocked due to a debris flow following heavy monsoon rainfall. The road was undergoing work to fix damage from a previous landslide.,Gilgit Baltistan,25km,debris_flow,monsoon,medium,above_road,,,35.88163608,74.48513017,Pakistan,Northern Areas,Hope,2020-07-08 02:32:10
IBN,http://ibnlive.in.com/generalnewsfeed/news/yatra-to-kedarnath-gangotri-yamunotri-resumes/745000.html,2011-06-29 00:00:00,National highway leading to Kedarnath,"Jul 1 (PTI) National highways leading to Kedarnath, Gangotri and Yamunotri, which were blocked due to landslides following heavy rains, were reopened today for traffic to resume the yatra, official sources said.The national highways leading to Kedarnath, Gangotri and Yamunotri were reopened for traffic after the Border Road Organisation (BRO) and police personnel cleared the debris, they said.However, traffic on Almora-Pithoragarh road could not be resumed as landslides continued to hit the area. Pauri- Safdarkhal road has also been blocked at Khundadhar area due to landslides.The landslides triggered by heavy rains for the past couple of days in most parts of Uttarakhand had blocked several roads in the state and forced the government to issue an alert.Uttarakhand Chief Minister Ramesh Pokhriyal Nishank has directed the district magistrates of all the 13 districts to remain on alert.A total of 10 people have so far been killed in the state in various rains-related incidents for the pa",National highway leading to Kedarnath,25km,landslide,downpour,medium,above_road,,,30.676294820000003,79.04191790999998,India,Uttaranchal,Gaundar,2014-04-01 00:00:00
timesofindia.indiatimes,http://timesofindia.indiatimes.com/news/world/south-asia/Landslide-kills-12-in-west-Nepal/articleshow/5093349.cms,2009-10-06 00:00:00,"Mastamandu village, Dadeldhura district","At least 12 people were killed and 11 houses swept away after a landslide struck Mastamandu village in western Nepal today. The landslide hit the village of Dadeldhura district, 525 kilometres from here at 3 am local time flattening two houses, Deputy Superintendent of Police Chakra Bahadur Singh said. The landslide struck the remote village after three days of continuous rainfall.  The country’s meteorological department said in a statement that large parts of western Nepal had received rains in excess of 20 centimetres in the past 48 hours. A statement issued by the meteorological department said Dhangadhi town in western Nepal had received 350 millimetres of rain in a 48-hour period ending Tuesday evening and more rains were expected. ","Mastamandu village, Dadeldhura district",10km,landslide,downpour,large,unknown,12.0,,29.2833,80.67499999999998,Nepal,Mahakali,Dhindi,2014-04-01 00:00:00
dailytimes,http://www.dailytimes.com.pk/default.asp?page=2008%5C01%5C07%5Cstory_7-1-2008_pg7_28,2008-01-06 00:00:00,Muzaffarabad,2 days of rain/snow,Muzaffarabad,10km,landslide,rain,medium,unknown,,,34.3932,73.4538,Pakistan,Azad Kashmir,Muzaffarabad,2014-09-11 22:09:49
The Times of India,https://timesofindia.indiatimes.com/city/jammu/situation-worsens-for-tourists-in-jk/articleshow/64409267.cms?,2018-05-29 00:00:00,Kargu-Srinagar road Landslide in Drass,A landslide occurred on Kargil-Srinagar Road. It worsened on May 31/June 1. Around 5000 tourists passing through were stuck for the night. There are boulders and other debris on the road.,"NH-1, Kargil, Jammu & Kashmir, 194102",1km,landslide,rain,medium,above_road,0.0,0.0,34.43134194,75.74123394,India,Jammu and Kashmir,Dras,2018-06-02 16:09:36
thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Landslide+wreaks+havoc+in+Bhojpur&NewsID=344265,2012-08-21 00:00:00,"Goethe Bajar, Khatamma, Bhojpur","four houses including one school building were swept away, while 21 families were rendered homeless on Sunday night in the heavy downpour-triggered landslip at Gothe Bazaar of Khatamma VDC, Bhojpur.  The houses belonging to Shree Kumar Rai, Dhan Bahadur Rai, Nar Bahadur Rai and Ram Kumar Rai and school building of the Sumnima Primary School at Gothe Bazaar were swept away in the devastating mudslip, local Kuber Rai informed.  Police from Kudakkaule and Kulug had launched the rescue operation in the area that had unleashed terror among locals. Likewise, seven households were displaced by another landslide at Jugepani of Daduwa VDC in Ramechhap, putting as many as 35 households at the landslip threat. The displaced have been evacuated to safer places, local Sundar Moktan said. ","Goethe Bajar, Khatamma, Bhojpur",5km,landslide,downpour,medium,unknown,,,27.404,87.065,Nepal,Koshi,Dingla,2014-04-01 00:00:00
myrepublica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=22927,2010-09-04 09:00:00,"Siddhartha hwy, Jagatradevi VDC, between Palpa and Syangja","PALPA, Sept 4: The Palpa-Syangja road section of Siddhartha Highway has been obstructed since Saturday morning due to landslide in Jagatradevi VDC, Syangja followed by heavy rainfall.  According to Police Post Ramdi, dozers from Palpa and Syangja have been clearing the obstruction. It might take throughout the day to clear the obstruction, the police added.","Siddhartha hwy, Jagatradevi VDC, between Palpa and Syangja",5km,landslide,downpour,medium,unknown,0.0,,27.9333,83.653,Nepal,Gandaki,Tansen,2014-04-01 00:00:00
